+---------------------------------------------------------------------------------------+-------+----------+--------+
| dependency name                                                                       | count | precison | recall |
| com.android.support:palette-v7                                                        |   35  |    0     |   0    |
| org.pcap4j:pcap4j-core                                                                |   1   |    0     |   0    |
| org.graphstream:gs-core                                                               |   1   |    0     |   0    |
| com.intuit.sdp:sdp-android                                                            |   2   |    0     |   0    |
| com.jaeger.statusbaruitl:library                                                      |   4   |    0     |   0    |
| javax.mail:mailapi                                                                    |   2   |    0     |   0    |
| com.github.dandelion:datatables-jsp                                                   |   1   |    0     |   0    |
| org.apache.myfaces.core:myfaces-api                                                   |   5   |    0     |   0    |
| org.ow2.asm:asm                                                                       |   11  |    0     |   0    |
| com.madgag.spongycastle:pkix                                                          |   0   |    0     |   0    |
| com.vaadin:vaadin-compatibility-client-compiled                                       |   10  |    0     |   0    |
| org.parceler:parceler-api                                                             |   1   |    0     |   0    |
| org.ow2.asm:asm-debug-all                                                             |   3   |    0     |   0    |
| org.mybatis:mybatis-ehcache                                                           |   10  |    0     |   0    |
| org.eclipse.aether:aether-transport-http                                              |   2   |    0     |   0    |
| org.springframework.boot:spring-boot-starter-log4j2                                   |   39  |    0     |   0    |
| com.netflix.feign:feign-httpclient                                                    |   2   |    0     |   0    |
| xstream:xstream                                                                       |   0   |    0     |   0    |
| com.github.mongobee:mongobee                                                          |   9   |    0     |   0    |
| frankiesardo:icepick-processor                                                        |   1   |    0     |   0    |
| com.squareup.retrofit2:converter-moshi                                                |   4   |    0     |   0    |
| net.wasdev.wlp.starters.rest:runtime-pom                                              |   53  |    0     |   0    |
| com.jfinal:jfinal                                                                     |   8   |    0     |   0    |
| com.netflix.hystrix:hystrix-core                                                      |   14  |    0     |   0    |
| com.github.sarxos:webcam-capture                                                      |   0   |    0     |   0    |
| javax.xml.soap:saaj-api                                                               |   1   |    0     |   0    |
| org.apache.maven.surefire:surefire-testng                                             |   4   |    0     |   0    |
| org.springframework.boot:spring-boot-starter-web-services                             |   29  |    0     |   0    |
| org.apache.camel:camel-jpa                                                            |   4   |    0     |   0    |
| org.apache.oltu.oauth2:org.apache.oltu.oauth2.client                                  |   3   |    0     |   0    |
| org.xutils:xutils                                                                     |   1   |    0     |   0    |
| org.apache.beam:beam-sdks-java-io-google-cloud-platform                               |   2   |    0     |   0    |
| tr.org.liderahenk:lider-core                                                          |   0   |    0     |   0    |
| org.springframework.kafka:spring-kafka                                                |   16  |    0     |   0    |
| com.googlecode.protobuf-java-format:protobuf-java-format                              |   4   |    0     |   0    |
| rome:rome                                                                             |   0   |    0     |   0    |
| org.apache.directory.studio:org.apache.commons.io                                     |   8   |    0     |   0    |
| net.imagej:ij                                                                         |   7   |    0     |   0    |
| net.sf.jxls:jxls-core                                                                 |   4   |    0     |   0    |
| org.spigotmc:spigot-api                                                               |   3   |    0     |   0    |
| org.jsondoc:jsondoc-ui-webjar                                                         |   1   |    0     |   0    |
| org.apache.commons:commons-collections4                                               |   73  |    0     |   0    |
| org.jboss.arquillian.container:arquillian-glassfish-remote-3.1                        |   0   |    0     |   0    |
| org.apache.geronimo.specs:geronimo-jta_1.1_spec                                       |   4   |    0     |   0    |
| com.browserstack:browserstack-local-java                                              |   3   |    0     |   0    |
| io.prometheus:simpleclient_dropwizard                                                 |   98  |    0     |   0    |
| org.eclipse.jdt:org.eclipse.jdt.annotation                                            |   6   |    0     |   0    |
| org.atmosphere:atmosphere-runtime                                                     |   21  |    0     |   0    |
| org.dom4j:dom4j                                                                       |   0   |    0     |   0    |
| com.typesafe.akka:akka-stream_2.11                                                    |   1   |    0     |   0    |
| com.typesafe.akka:akka-agent_2.11                                                     |   1   |    0     |   0    |
| com.google.api-client:google-api-client-gson                                          |   2   |    0     |   0    |
| net.spy:spymemcached                                                                  |   4   |    0     |   0    |
| com.aventstack:extentreports                                                          |   3   |    0     |   0    |
| com.esotericsoftware:kryo-shaded                                                      |   0   |    0     |   0    |
| org.apache.geronimo.specs:geronimo-servlet_3.0_spec                                   |   14  |    0     |   0    |
| me.grantland:autofittextview                                                          |   0   |    0     |   0    |
| org.apache.activemq:activemq-kahadb-store                                             |   17  |    0     |   0    |
| org.eclipse.jetty:jetty-jmx                                                           |   2   |    0     |   0    |
| org.twitter4j:twitter4j-stream                                                        |   1   |    0     |   0    |
| org.osgi:org.osgi.annotation                                                          |   4   |    0     |   0    |
| org.apache.oltu.oauth2:org.apache.oltu.oauth2.resourceserver                          |   2   |    0     |   0    |
| org.eclipse.jetty.websocket:websocket-common                                          |   3   |    0     |   0    |
| org.apache.sling:org.apache.sling.api                                                 |   2   |    0     |   0    |
| io.swagger:swagger-java-client                                                        |   2   |    0     |   0    |
| org.glassfish.grizzly:grizzly-core                                                    |   5   |    0     |   0    |
| org.springframework.boot:spring-boot-starter-webflux                                  |   2   |    0     |   0    |
| org.glassfish:javax.jms                                                               |   3   |    0     |   0    |
| com.github.dandelion:dandelion-jsp                                                    |   1   |    0     |   0    |
| org.mortbay.jetty:servlet-api-2.5                                                     |   0   |    0     |   0    |
| info.cukes:gherkin                                                                    |   7   |    0     |   0    |
| org.apache.logging.log4j:log4j-core                                                   |  268  |    0     |   0    |
| org.java-websocket:java-websocket                                                     |   1   |    0     |   0    |
| org.jasypt:jasypt                                                                     |   8   |    0     |   0    |
| org.msgpack:msgpack-core                                                              |   2   |    0     |   0    |
| com.sun.xml.bind:jaxb-xjc                                                             |   7   |    0     |   0    |
| org.apache.ws.commons.schema:xmlschema                                                |   6   |    0     |   0    |
| net.sf.barcode4j:barcode4j                                                            |   4   |    0     |   0    |
| javax.servlet.jsp.jstl:javax.servlet.jsp.jstl-api                                     |   24  |    0     |   0    |
| uk.co.chrisjenx:calligraphy                                                           |   0   |    0     |   0    |
| org.lwjgl.lwjgl:lwjgl_util                                                            |   2   |    0     |   0    |
| com.jcabi:jcabi-log                                                                   |   4   |    0     |   0    |
| net.sourceforge.javacsv:javacsv                                                       |   8   |    0     |   0    |
| org.slf4j:slf4j-ext                                                                   |   4   |    0     |   0    |
| org.apache.sqoop:sqoop                                                                |   1   |    0     |   0    |
| org.bgee.log4jdbc-log4j2:log4jdbc-log4j2-jdbc4                                        |   6   |    0     |   0    |
| org.springframework:spring-instrument-tomcat                                          |   12  |    0     |   0    |
| com.google.android:support-v4                                                         |   18  |    0     |   0    |
| org.apache.tiles:tiles-el                                                             |   4   |    0     |   0    |
| org.apache.hadoop:hadoop-mapreduce-client-shuffle                                     |   4   |    0     |   0    |
| org.scijava:scijava-common                                                            |   0   |    0     |   0    |
| io.dropwizard:dropwizard-jdbi                                                         |   17  |    0     |   0    |
| org.springframework.integration:spring-integration-java-dsl                           |   1   |    0     |   0    |
| org.springframework.integration:spring-integration-core                               |   15  |    0     |   0    |
| org.apache.hadoop:hadoop-yarn-server-web-proxy                                        |   2   |    0     |   0    |
| org.mockito:mockito-android                                                           |   4   |    0     |   0    |
| com.jakewharton.picasso:picasso2-okhttp3-downloader                                   |   3   |    0     |   0    |
| org.apache.ws.commons.axiom:axiom-api                                                 |   5   |    0     |   0    |
| org.jboss.weld:weld-core-impl                                                         |   7   |    0     |   0    |
| com.unboundid:unboundid-ldapsdk                                                       |   2   |    0     |   0    |
| org.apache.camel:camel-jdbc                                                           |   3   |    0     |   0    |
| org.geotools:gt-referencing                                                           |   2   |    0     |   0    |
| com.prolificinteractive:material-calendarview                                         |   4   |    0     |   0    |
| us.codecraft:xsoup                                                                    |   0   |    0     |   0    |
| io.vertx:vertx-config-yaml                                                            |   6   |    0     |   0    |
| com.makeramen:roundedimageview                                                        |   3   |    0     |   0    |
| org.apache.logging.log4j:log4j-bom                                                    |   2   |    0     |   0    |
| org.forgerock.commons:forgerock-audit-handler-syslog                                  |   5   |    0     |   0    |
| com.github.amlcurran.showcaseview:library                                             |   6   |    0     |   0    |
| io.netty:netty-tcnative-boringssl-static                                              |   4   |    0     |   0    |
| org.apache.maven.shared:maven-dependency-tree                                         |   1   |    0     |   0    |
| net.bootsfaces:bootsfaces                                                             |   11  |    0     |   0    |
| org.eclipse.jetty:jetty-jsp                                                           |   8   |    0     |   0    |
| org.apache.cxf:cxf-rt-ws-security                                                     |   9   |    0     |   0    |
| edu.ud.cis.cisc181:rocketdal                                                          |   0   |    0     |   0    |
| javax.jms:jms-api                                                                     |   5   |    0     |   0    |
| org.apache.lucene:lucene-suggest                                                      |   6   |    0     |   0    |
| org.hibernate:hibernate-search                                                        |   2   |    0     |   0    |
| org.springframework.boot:spring-boot-legacy                                           |   2   |    0     |   0    |
| org.springframework.restdocs:spring-restdocs-mockmvc                                  |   14  |    0     |   0    |
| org.apache.openejb:openejb-core                                                       |   2   |    0     |   0    |
| org.zeroturnaround:zt-zip                                                             |   1   |    0     |   0    |
| org.apache.neethi:neethi                                                              |   5   |    0     |   0    |
| com.google.android:flexbox                                                            |   3   |    0     |   0    |
| org.jooq:jool                                                                         |   3   |    0     |   0    |
| axis:axis-ant                                                                         |   2   |    0     |   0    |
| org.springframework.amqp:spring-amqp                                                  |   5   |    0     |   0    |
| org.apache.logging.log4j:log4j-1.2-api                                                |   17  |    0     |   0    |
| tk.mybatis:mapper                                                                     |   9   |    0     |   0    |
| com.google.http-client:google-http-client                                             |   15  |    0     |   0    |
| com.androidplot:androidplot-core                                                      |   2   |    0     |   0    |
| com.alibaba:dubbo-rpc-rmi                                                             |   5   |    0     |   0    |
| org.jdbi:jdbi                                                                         |   8   |    0     |   0    |
| org.neo4j:neo4j-cypher-compiler-2.1                                                   |   4   |    0     |   0    |
| org.springframework.cloud:spring-cloud-config-monitor                                 |   5   |    0     |   0    |
| org.springframework.ws:spring-ws-core                                                 |   6   |    0     |   0    |
| no.nordicsemi.android.support.v18:scanner                                             |   0   |    0     |   0    |
| axis:axis-wsdl4j                                                                      |   0   |    0     |   0    |
| org.apache.spark:spark-sql_2.10                                                       |   11  |    0     |   0    |
| org.apache.spark:spark-sql_2.11                                                       |   8   |    0     |   0    |
| org.apache.camel:camel-jackson-starter                                                |   5   |    0     |   0    |
| foxtrot:foxtrot                                                                       |   2   |    0     |   0    |
| au.com.dius:pact-jvm-consumer-junit_2.11                                              |   4   |    0     |   0    |
| org.twdata.maven:mojo-executor                                                        |   0   |    0     |   0    |
| org.apache.bcel:bcel                                                                  |   3   |    0     |   0    |
| com.android.support:percent                                                           |   20  |    0     |   0    |
| org.apache.poi:ooxml-schemas                                                          |   6   |    0     |   0    |
| io.netty:netty-codec-http                                                             |   5   |    0     |   0    |
| org.scalatest:scalatest_2.10                                                          |   0   |    0     |   0    |
| org.scalatest:scalatest_2.11                                                          |   1   |    0     |   0    |
| org.glassfish.jersey.media:jersey-media-jaxb                                          |   14  |    0     |   0    |
| com.badlogicgames.gdx:gdx-platform                                                    |   1   |    0     |   0    |
| com.mchange:c3p0                                                                      |   82  |    0     |   0    |
| com.querydsl:querydsl-sql                                                             |   0   |    0     |   0    |
| org.jenkins-ci.main:jenkins-core                                                      |   2   |    0     |   0    |
| io.swagger:swagger-jersey2-jaxrs                                                      |   17  |    0     |   0    |
| org.springframework:spring-dao                                                        |   4   |    0     |   0    |
| net.masterthought:maven-cucumber-reporting                                            |   2   |    0     |   0    |
| org.thymeleaf:thymeleaf-spring4                                                       |   7   |    0     |   0    |
| org.thymeleaf:thymeleaf-spring3                                                       |   0   |    0     |   0    |
| org.jxls:jxls-jexcel                                                                  |   2   |    0     |   0    |
| org.apache.cxf:cxf-rt-rs-security-cors                                                |   1   |    0     |   0    |
| org.khronos:opengl-api                                                                |   0   |    0     |   0    |
| edu.ud.cis.cisc181:rocketjabber                                                       |   0   |    0     |   0    |
| cn.bingoogolapple:bga-refreshlayout                                                   |   2   |    0     |   0    |
| io.dropwizard:dropwizard-metrics-graphite                                             |   1   |    0     |   0    |
| com.umeng.analytics:analytics                                                         |   7   |    0     |   0    |
| com.oracle:ojdbc                                                                      |   0   |    0     |   0    |
| com.github.tomakehurst:wiremock-standalone                                            |   5   |    0     |   0    |
| org.tinylog:slf4j-binding                                                             |   0   |    0     |   0    |
| org.iq80.leveldb:leveldb                                                              |   5   |    0     |   0    |
| xmlpull:xmlpull                                                                       |   0   |    0     |   0    |
| io.springfox:springfox-staticdocs                                                     |   3   |    0     |   0    |
| com.facebook.rebound:rebound                                                          |   4   |    0     |   0    |
| com.vanniktech:gradle-android-junit-jacoco-plugin                                     |   3   |    0     |   0    |
| edu.stanford.nlp:stanford-parser                                                      |   4   |    0     |   0    |
| org.webjars.bower:angular                                                             |   6   |    0     |   0    |
| com.balysv:material-ripple                                                            |   7   |    0     |   0    |
| org.hashids:hashids                                                                   |   1   |    0     |   0    |
| org.hibernate:hibernate-java8                                                         |   27  |    0     |   0    |
| org.bitbucket.b_c:jose4j                                                              |   1   |    0     |   0    |
| de.appsist.commons:util                                                               |   0   |    0     |   0    |
| com.squareup.retrofit2:retrofit                                                       |  171  |    0     |   0    |
| org.springframework.boot:                                                             |   3   |    0     |   0    |
| com.jpardogo.materialtabstrip:library                                                 |   5   |    0     |   0    |
| org.glassfish:bean-validator                                                          |   2   |    0     |   0    |
| org.jblas:jblas                                                                       |   1   |    0     |   0    |
| com.fasterxml.jackson.datatype:jackson-datatype-guava                                 |   14  |    0     |   0    |
| com.alibaba.rocketmq:rocketmq-client                                                  |   10  |    0     |   0    |
| org.apache.ws.xmlschema:xmlschema-core                                                |   2   |    0     |   0    |
| org.apache.spark:spark-mllib_2.10                                                     |   6   |    0     |   0    |
| org.apache.flink:flink-streaming-java_2.10                                            |   10  |    0     |   0    |
| java3d:vecmath                                                                        |   2   |    0     |   0    |
| org.glassfish:javax.servlet                                                           |   9   |    0     |   0    |
| com.github.sabomichal:liquibase-mssql                                                 |   5   |    0     |   0    |
| biz.aqute.bnd:biz.aqute.bndlib                                                        |   2   |    0     |   0    |
| io.vertx:vertx-dropwizard-metrics                                                     |   6   |    0     |   0    |
| com.day.commons:day-commons-jstl                                                      |   1   |    0     |   0    |
| org.antlr:st4                                                                         |   4   |    0     |   0    |
| org.lwjgl:lwjgl-openal                                                                |   2   |    0     |   0    |
| io.netty:netty-common                                                                 |   1   |    0     |   0    |
| com.github.ksoichiro:android-observablescrollview                                     |   2   |    0     |   0    |
| org.apache.ignite:ignite-spring                                                       |   3   |    0     |   0    |
| com.hubspot.dropwizard:dropwizard-guice                                               |   1   |    0     |   0    |
| com.google.android:android-test                                                       |   3   |    0     |   0    |
| org.seleniumhq.selenium:selenium-support                                              |   13  |    0     |   0    |
| com.lzy.net:okgo                                                                      |   4   |    0     |   0    |
| org.apache.maven:maven-archiver                                                       |   2   |    0     |   0    |
| org.javafxports:jfxmobile-plugin                                                      |   0   |    0     |   0    |
| org.wildfly.swarm:bom                                                                 |   12  |    0     |   0    |
| com.yqritc:recyclerview-flexibledivider                                               |   1   |    0     |   0    |
| bsh:bsh                                                                               |   2   |    0     |   0    |
| io.fabric8:fabric8-arquillian                                                         |   13  |    0     |   0    |
| com.querydsl:querydsl-mongodb                                                         |   4   |    0     |   0    |
| org.apache.ibatis:ibatis-core                                                         |   4   |    0     |   0    |
| com.aerospike:aerospike-client                                                        |   1   |    0     |   0    |
| org.eclipse.jetty:jetty-plus                                                          |   0   |    0     |   0    |
| se.transmode.gradle:gradle-docker                                                     |   0   |    0     |   0    |
| com.atlassian.confluence:confluence                                                   |   3   |    0     |   0    |
| commons-jexl:commons-jexl                                                             |   2   |    0     |   0    |
| com.theartofdev.edmodo:android-image-cropper                                          |   2   |    0     |   0    |
| jp.wasabeef:recyclerview-animators                                                    |   8   |    0     |   0    |
| org.webjars:angular-ui-router                                                         |   3   |    0     |   0    |
| org.hibernate.javax.persistence:hibernate-jpa-2.1-api                                 |  121  |    0     |   0    |
| aspectj:aspectjweaver                                                                 |   4   |    0     |   0    |
| org.apache.camel:camel-swagger-java                                                   |   4   |    0     |   0    |
| net.wasdev.wlp.starters.springbootweb:runtime-pom                                     |   5   |    0     |   0    |
| org.glassfish.grizzly:grizzly-http-servlet                                            |   7   |    0     |   0    |
| com.google.dagger:dagger-android-support                                              |   3   |    0     |   0    |
| org.nanohttpd:nanohttpd                                                               |   2   |    0     |   0    |
| org.glassfish.hk2.external:javax.inject                                               |   6   |    0     |   0    |
| com.googlecode.soundlibs:mp3spi                                                       |   4   |    0     |   0    |
| org.apache.flink:flink-streaming-java_2.11                                            |   3   |    0     |   0    |
| com.github.kstyrc:embedded-redis                                                      |   2   |    0     |   0    |
| org.wildfly.swarm:datasources                                                         |   4   |    0     |   0    |
| com.squareup.assertj:assertj-android                                                  |   4   |    0     |   0    |
| org.onosproject:onos-core-serializers                                                 |   1   |    0     |   0    |
| org.springframework.data:spring-data-cassandra                                        |   2   |    0     |   0    |
| jp.wasabeef:glide-transformations                                                     |   4   |    0     |   0    |
| org.tukaani:xz                                                                        |   0   |    0     |   0    |
| joda-time:joda-time-hibernate                                                         |   7   |    0     |   0    |
| com.android.support:leanback-v17                                                      |   12  |    0     |   0    |
| org.codehaus.plexus:plexus-compiler-javac-errorprone                                  |   5   |    0     |   0    |
| com.github.paolorotolo:appintro                                                       |   5   |    0     |   0    |
| net.sf.scannotation:scannotation                                                      |   3   |    0     |   0    |
| org.springframework.boot:spring-boot-starter-mustache                                 |   11  |    0     |   0    |
| org.apache.curator:curator-test                                                       |   30  |    0     |   0    |
| com.fasterxml.jackson.dataformat:jackson-dataformat-cbor                              |   12  |    0     |   0    |
| org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_1.1_spec                                   |   6   |    0     |   0    |
| com.dangdang:elastic-job-lite-core                                                    |   2   |    0     |   0    |
| org.springframework.data:spring-data-commons-core                                     |   8   |    0     |   0    |
| com.openpojo:openpojo                                                                 |   3   |    0     |   0    |
| org.apache.wink:wink-json4j                                                           |   0   |    0     |   0    |
| org.sufficientlysecure:html-textview                                                  |   0   |    0     |   0    |
| eu.the4thfloor.volley:com.android.volley                                              |   1   |    0     |   0    |
| org.sonarsource.sonarqube:sonar-plugin-api                                            |   1   |    0     |   0    |
| com.github.sgroschupf:zkclient                                                        |   36  |    0     |   0    |
| org.swinglabs:swing-layout                                                            |   2   |    0     |   0    |
| org.springframework.security:spring-security-jwt                                      |   13  |    0     |   0    |
| org.glassfish.jersey.bundles.repackaged:jersey-guava                                  |   5   |    0     |   0    |
| com.alibaba:dubbo-registry-default                                                    |   5   |    0     |   0    |
| me.himanshusoni.chatmessageview:chat-message-view                                     |   0   |    0     |   0    |
| com.google.errorprone:error_prone_core                                                |   8   |    0     |   0    |
| com.vividsolutions:jts-core                                                           |   1   |    0     |   0    |
| com.netflix.eureka:eureka-client                                                      |   1   |    0     |   0    |
| org.apache.flume:flume-ng-sdk                                                         |   8   |    0     |   0    |
| com.google.http-client:google-http-client-jackson                                     |   2   |    0     |   0    |
| org.eclipse.tycho.extras:tycho-buildtimestamp-jgit                                    |   3   |    0     |   0    |
| org.springframework.cloud:spring-cloud-deployer-local                                 |   1   |    0     |   0    |
| org.jetbrains:annotations-java5                                                       |   3   |    0     |   0    |
| com.github.vladimir-bukhtoyarov:bucket4j-jcache                                       |   0   |    0     |   0    |
| org.springframework.cloud:spring-cloud-netflix-turbine                                |   9   |    0     |   0    |
| org.springframework.boot:spring-boot-starter-mobile                                   |   3   |    0     |   0    |
| io.fabric8:openshift-client                                                           |   42  |    0     |   0    |
| io.pivotal.spring.cloud:spring-cloud-services-dependencies                            |   12  |    0     |   0    |
| org.apache.maven.plugins:maven-jar-plugin                                             |   3   |    0     |   0    |
| org.cloudfoundry:cf-gradle-plugin                                                     |   0   |    0     |   0    |
| org.jetbrains.kotlin:kotlin-test-junit                                                |   1   |    0     |   0    |
| com.google.zxing:android-core                                                         |   1   |    0     |   0    |
| org.axonframework:axon-spring-boot-starter                                            |   2   |    0     |   0    |
| org.apache.maven.wagon:wagon-webdav-jackrabbit                                        |   1   |    0     |   0    |
| org.springframework.cloud:spring-cloud-task-dependencies                              |   2   |    0     |   0    |
| com.samskivert:jmustache                                                              |   8   |    0     |   0    |
| com.weibo:motan-springsupport                                                         |   4   |    0     |   0    |
| info.cukes:cucumber-core                                                              |   21  |    0     |   0    |
| org.hibernate:ejb3-persistence                                                        |   2   |    0     |   0    |
| org.robolectric:shadows-httpclient                                                    |   1   |    0     |   0    |
| com.wordnik:swagger-jaxrs_2.10                                                        |   0   |    0     |   0    |
| io.fabric8.funktion:funktion-runtime                                                  |   17  |    0     |   0    |
| org.jboss.arquillian.extension:arquillian-drone-bom                                   |   5   |    0     |   0    |
| org.apache.lucene:lucene-memory                                                       |   5   |    0     |   0    |
| org.powermock:powermock-module-testng                                                 |   1   |    0     |   0    |
| net.sf.kxml:kxml2                                                                     |   3   |    0     |   0    |
| de.bwaldvogel:liblinear                                                               |   0   |    0     |   0    |
| uk.com.robust-it:cloning                                                              |   0   |    0     |   0    |
| net.wimpi:telnetd-x                                                                   |   5   |    0     |   0    |
| com.google.apis:google-api-services-storage                                           |   10  |    0     |   0    |
| com.timgroup:java-statsd-client                                                       |   4   |    0     |   0    |
| org.apache.logging.log4j:log4j-jcl                                                    |   28  |    0     |   0    |
| de.svenkubiak:jbcrypt                                                                 |   2   |    0     |   0    |
| net.jodah:expiringmap                                                                 |   0   |    0     |   0    |
| org.apache.camel:camel-test-blueprint                                                 |   2   |    0     |   0    |
| org.jmockit:jmockit-coverage                                                          |   22  |    0     |   0    |
| io.vertx:vertx-codegen                                                                |   7   |    0     |   0    |
| com.comphenix.protocol:protocollib                                                    |   0   |    0     |   0    |
| org.springframework.boot:spring-boot-loader-tools                                     |   96  |    0     |   0    |
| com.offbytwo.jenkins:jenkins-client                                                   |   1   |    0     |   0    |
| org.mock-server:mockserver-netty                                                      |   5   |    0     |   0    |
| org.neo4j:neo4j                                                                       |   5   |    0     |   0    |
| org.drools:knowledge-api                                                              |   2   |    0     |   0    |
| org.datanucleus:datanucleus-core                                                      |   0   |    0     |   0    |
| org.apache.commons:commons-text                                                       |   0   |    0     |   0    |
| log4j:log4j                                                                           |  988  |    0     |   0    |
| org.zkoss.zk:zul                                                                      |   1   |    0     |   0    |
| com.google.cloud:google-cloud                                                         |   1   |    0     |   0    |
| org.apache.maven.plugins:maven-dependency-plugin                                      |   2   |    0     |   0    |
| io.vertx:vertx-lang-js                                                                |   3   |    0     |   0    |
| axis:axis-jaxrpc                                                                      |   1   |    0     |   0    |
| com.jgoodies:forms                                                                    |   3   |    0     |   0    |
| org.infinispan:infinispan-query                                                       |   2   |    0     |   0    |
| com.typesafe.akka:akka-remote_2.11                                                    |   2   |    0     |   0    |
| com.parse.bolts:bolts-android                                                         |   4   |    0     |   0    |
| com.alibaba:dubbo-remoting-netty                                                      |   5   |    0     |   0    |
| org.springframework.cloud:spring-cloud-starter-consul-all                             |   2   |    0     |   0    |
| org.altbeacon:android-beacon-library                                                  |   0   |    0     |   0    |
| io.vertx:testtools                                                                    |   0   |    0     |   0    |
| com.google.android.gms:play-services-identity                                         |   7   |    0     |   0    |
| io.prometheus:simpleclient_servlet                                                    |  100  |    0     |   0    |
| oro:oro                                                                               |   6   |    0     |   0    |
| io.springfox:springfox-swagger2                                                       |  352  |    0     |   0    |
| org.jboss.spec.javax.annotation:jboss-annotations-api_1.1_spec                        |   7   |    0     |   0    |
| org.python:jython-standalone                                                          |   5   |    0     |   0    |
| org.apache.sling:org.apache.sling.servlets.post                                       |   6   |    0     |   0    |
| com.github.rey5137:material                                                           |   3   |    0     |   0    |
| org.apache.lucene:lucene-analyzers-smartcn                                            |   5   |    0     |   0    |
| com.bmuschko:gradle-tomcat-plugin                                                     |   0   |    0     |   0    |
| org.apache.tomee:javaee-api                                                           |   8   |    0     |   0    |
| com.android.support:preference-v14                                                    |   6   |    0     |   0    |
| org.apache.beam:beam-runners-direct-java                                              |   2   |    0     |   0    |
| io.vavr:vavr                                                                          |   0   |    0     |   0    |
| com.redhat.ipaas:twitter-mention-connector                                            |   11  |    0     |   0    |
| com.github.hotchemi:permissionsdispatcher-processor                                   |   3   |    0     |   0    |
| se.michaelthelin.spotify:spotify-web-api-java                                         |   0   |    0     |   0    |
| com.trello.rxlifecycle2:rxlifecycle                                                   |   2   |    0     |   0    |
| org.edgexfoundry:core-metadata-client                                                 |   0   |    0     |   0    |
| org.apache.cxf:cxf-core                                                               |   10  |    0     |   0    |
| com.squareup.retrofit2:adapter-rxjava2                                                |   18  |    0     |   0    |
| xpp3:xpp3                                                                             |   0   |    0     |   0    |
| org.geotools:gt-geojson                                                               |   0   |    0     |   0    |
| org.apache.shiro:shiro-quartz                                                         |   5   |    0     |   0    |
| org.springframework.retry:spring-retry                                                |   7   |    0     |   0    |
| net.java.dev.jna:jna-platform                                                         |   5   |    0     |   0    |
| org.springframework.cloud:spring-cloud-cloudfoundry-connector                         |   5   |    0     |   0    |
| io.fabric8:fabric8-project-bom-with-platform-deps                                     |   33  |    0     |   0    |
| ant-contrib:ant-contrib                                                               |   17  |    0     |   0    |
| de.richsource.gradle.plugins:gwt-gradle-plugin                                        |   10  |    0     |   0    |
| org.webjars:modernizr                                                                 |   0   |    0     |   0    |
| com.github.dandelion:datatables-export-itext                                          |   1   |    0     |   0    |
| com.atlassian.jira:jira-rest-java-client-api                                          |   0   |    0     |   0    |
| org.hibernate.ogm:hibernate-ogm-bom                                                   |   1   |    0     |   0    |
| io.opentracing:opentracing-mock                                                       |   8   |    0     |   0    |
| com.mysema.querydsl:querydsl-jpa                                                      |   7   |    0     |   0    |
| com.oracle:javafx                                                                     |   3   |    0     |   0    |
| com.typesafe.akka:akka-testkit_2.11                                                   |   2   |    0     |   0    |
| org.springframework.security:spring-security-crypto                                   |   6   |    0     |   0    |
| org.geotools:gt-swing                                                                 |   1   |    0     |   0    |
| com.google.endpoints:endpoints-framework-tools                                        |   1   |    0     |   0    |
| com.ryanharter.auto.value:auto-value-parcel                                           |   4   |    0     |   0    |
| io.dropwizard:dropwizard-forms                                                        |   2   |    0     |   0    |
| org.apache.xmlgraphics:fop                                                            |   1   |    0     |   0    |
| au.com.bytecode:opencsv                                                               |   4   |    0     |   0    |
| io.undertow:undertow-core                                                             |   8   |    0     |   0    |
| org.lwjgl:lwjgl-nanovg                                                                |   2   |    0     |   0    |
| ai.api:sdk                                                                            |   1   |    0     |   0    |
| org.apache.hadoop:hadoop-assemblies                                                   |   6   |    0     |   0    |
| org.apache.tomcat:tomcat-catalina-ha                                                  |   2   |    0     |   0    |
| com.fasterxml.jackson.module:jackson-module-afterburner                               |   3   |    0     |   0    |
| com.daimajia.numberprogressbar:library                                                |   2   |    0     |   0    |
| org.infinispan:infinispan-core                                                        |   15  |    0     |   0    |
| net.iharder:base64                                                                    |   4   |    0     |   0    |
| com.weibo:motan-registry-zookeeper                                                    |   3   |    0     |   0    |
| org.codehaus.castor:castor                                                            |   4   |    0     |   0    |
